线路号: 101
车辆编号	驾驶员编号
27666	9000729.0
27648	9011119.0
27645	9000586.0
27649	9017957.0
27657	9000598.0
27672	9017880.0
27652	9011138.0
27647	9000728.0
27650	9000768.0
27667	9000635.0
27651	9018074.0
27671	9017577.0
27669	9000756.0
27655	9000709.0
27647	9000594.0
27652	9000710.0
27673	9000758.0
27665	9000601.0
27651	9017959.0
27671	9000571.0
27657	9004222.0
27645	9000723.0
27648	9000722.0
27660	9015479.0
27659	9000709.0
