线路号: 104
车辆编号	驾驶员编号
24906	9004177.0
25110	9011020.0
24905	9017912.0
24899	9004212.0
24885	9004210.0
24907	9004214.0
24893	9004188.0
24894	9002178.0
24891	9002207.0
24888	9011026.0
24887	9004159.0
24889	9016981.0
24904	9004182.0
24890	9004173.0
25189	9011024.0
24901	9004200.0
25188	9017694.0
24898	9017907.0
24909	9002186.0
25188	90823248.0
